2025-03-07 10:16:20,916 - INFO - Starting trading simulation with 1000 orders across 8 threads
2025-03-07 10:16:21,102 - INFO - Added Sell order: PYPL, 45 shares at $173.08 (ID: Sell-PYPL-1741371381.1027188-4416)
2025-03-07 10:16:21,102 - INFO - MATCH: 18 shares of PYPL at $173.08 (Buy ID: Buy-PYPL-1741371381.0580113-9210, Sell ID: Sell-PYPL-1741371381.1027188-4416)
2025-03-07 10:16:21,102 - INFO - MATCH: 27 shares of PYPL at $173.08 (Buy ID: Buy-PYPL-1741371381.0616722-5504, Sell ID: Sell-PYPL-1741371381.1027188-4416)
2025-03-07 10:16:21,102 - INFO - Added Sell order: PYPL, 19 shares at $485.40 (ID: Sell-PYPL-1741371381.1027188-1243)
2025-03-07 10:16:21,103 - INFO -   28 shares at $274.12 (ID: Sell-AMZN-1741371381.0648804-9885)
2025-03-07 10:16:21,103 - INFO - Added Sell order: TSLA, 26 shares at $229.45 (ID: Sell-TSLA-1741371381.1037178-1010)
2025-03-07 10:16:21,103 - INFO - MATCH: 26 shares of TSLA at $229.45 (Buy ID: Buy-TSLA-1741371381.0993705-8960, Sell ID: Sell-TSLA-1741371381.1037178-1010)
2025-03-07 10:16:21,103 - INFO - Added Buy order: NFLX, 69 shares at $431.29 (ID: Buy-NFLX-1741371381.1037178-7816)
2025-03-07 10:16:21,103 - INFO - MATCH: 26 shares of NFLX at $133.53 (Buy ID: Buy-NFLX-1741371381.1037178-7816, Sell ID: Sell-NFLX-1741371381.0735128-8270)
2025-03-07 10:16:21,103 - INFO - Added Buy order: NVDA, 81 shares at $487.70 (ID: Buy-NVDA-1741371381.1037178-1380)
2025-03-07 10:16:21,103 - INFO - Added Buy order: AAPL, 9 shares at $290.61 (ID: Buy-AAPL-1741371381.1037178-8135)
2025-03-07 10:16:21,104 - INFO - MATCH: 43 shares of NFLX at $186.79 (Buy ID: Buy-NFLX-1741371381.1037178-7816, Sell ID: Sell-NFLX-1741371381.094626-4143)
2025-03-07 10:16:21,104 - INFO -   97 shares at $296.90 (ID: Sell-AMZN-1741371381.0787477-7494)
2025-03-07 10:16:21,104 - INFO - MATCH: 49 shares of NVDA at $175.27 (Buy ID: Buy-NVDA-1741371381.1037178-1380, Sell ID: Sell-NVDA-1741371381.0787477-8998)
2025-03-07 10:16:21,104 - INFO - Added Buy order: INTC, 69 shares at $168.37 (ID: Buy-INTC-1741371381.104718-9247)
2025-03-07 10:16:21,104 - INFO - MATCH: 7 shares of NVDA at $206.16 (Buy ID: Buy-NVDA-1741371381.1037178-1380, Sell ID: Sell-NVDA-1741371381.0548396-2055)
2025-03-07 10:16:21,104 - INFO - MATCH: 25 shares of NVDA at $291.12 (Buy ID: Buy-NVDA-1741371381.1037178-1380, Sell ID: Sell-NVDA-1741371381.0827122-2438)
2025-03-07 10:16:21,104 - INFO - Added Sell order: PYPL, 56 shares at $348.29 (ID: Sell-PYPL-1741371381.104718-4067)
2025-03-07 10:16:21,104 - INFO - Added Sell order: PYPL, 20 shares at $302.69 (ID: Sell-PYPL-1741371381.104718-9656)
2025-03-07 10:16:21,105 - INFO - Added Buy order: AAPL, 9 shares at $167.47 (ID: Buy-AAPL-1741371381.105718-2608)
2025-03-07 10:16:21,105 - INFO -   7 shares at $399.31 (ID: Sell-AMZN-1741371380.9877954-2126)
2025-03-07 10:16:21,105 - INFO - Added Buy order: AAPL, 43 shares at $485.28 (ID: Buy-AAPL-1741371381.105718-5762)
2025-03-07 10:16:21,106 - INFO - BUY ORDERS for INTC:
2025-03-07 10:16:21,106 - INFO - Added Sell order: AMZN, 47 shares at $295.55 (ID: Sell-AMZN-1741371381.1061335-5955)
2025-03-07 10:16:21,106 - INFO - Added Buy order: MSFT, 28 shares at $179.21 (ID: Buy-MSFT-1741371381.1065087-9721)
2025-03-07 10:16:21,106 - INFO - MATCH: 28 shares of MSFT at $103.13 (Buy ID: Buy-MSFT-1741371381.1065087-9721, Sell ID: Sell-MSFT-1741371381.1027188-4536)
2025-03-07 10:16:21,106 - INFO - Added Buy order: INTC, 78 shares at $129.33 (ID: Buy-INTC-1741371381.1065087-3367)
2025-03-07 10:16:21,106 - INFO - Added Buy order: TSLA, 21 shares at $365.28 (ID: Buy-TSLA-1741371381.1065087-9224)
2025-03-07 10:16:21,106 - INFO -   63 shares at $438.33 (ID: Sell-AMZN-1741371381.081135-5462)
2025-03-07 10:16:21,106 - INFO - Added Sell order: MSFT, 73 shares at $322.41 (ID: Sell-MSFT-1741371381.1065087-9986)
2025-03-07 10:16:21,106 - INFO -   57 shares at $440.08 (ID: Buy-INTC-1741371381.070102-3689)
2025-03-07 10:16:21,107 - INFO - Added Sell order: TSLA, 35 shares at $325.56 (ID: Sell-TSLA-1741371381.107566-7915)
2025-03-07 10:16:21,107 - INFO - MATCH: 35 shares of TSLA at $325.56 (Buy ID: Buy-TSLA-1741371381.0993705-8960, Sell ID: Sell-TSLA-1741371381.107566-7915)
2025-03-07 10:16:21,107 - INFO - Added Sell order: INTC, 11 shares at $339.74 (ID: Sell-INTC-1741371381.1079297-3093)
2025-03-07 10:16:21,107 - INFO - MATCH: 11 shares of INTC at $339.74 (Buy ID: Buy-INTC-1741371381.070102-3689, Sell ID: Sell-INTC-1741371381.1079297-3093)
2025-03-07 10:16:21,107 - INFO - Added Buy order: PYPL, 55 shares at $352.68 (ID: Buy-PYPL-1741371381.1079297-3646)
2025-03-07 10:16:21,107 - INFO -   15 shares at $453.73 (ID: Sell-AMZN-1741371380.9340115-6169)
2025-03-07 10:16:21,107 - INFO - MATCH: 55 shares of PYPL at $299.05 (Buy ID: Buy-PYPL-1741371381.1079297-3646, Sell ID: Sell-PYPL-1741371380.9961336-7409)
2025-03-07 10:16:21,107 - INFO -   35 shares at $425.32 (ID: Buy-INTC-1741371381.0936275-6237)
2025-03-07 10:16:21,107 - INFO - Added Sell order: NFLX, 61 shares at $191.92 (ID: Sell-NFLX-1741371381.1079297-7271)
2025-03-07 10:16:21,107 - INFO - Added Sell order: INTC, 77 shares at $332.97 (ID: Sell-INTC-1741371381.1079297-4217)
2025-03-07 10:16:21,107 - INFO - MATCH: 46 shares of INTC at $332.97 (Buy ID: Buy-INTC-1741371381.070102-3689, Sell ID: Sell-INTC-1741371381.1079297-4217)
2025-03-07 10:16:21,107 - INFO - MATCH: 31 shares of INTC at $332.97 (Buy ID: Buy-INTC-1741371381.0936275-6237, Sell ID: Sell-INTC-1741371381.1079297-4217)
2025-03-07 10:16:21,107 - INFO - Added Buy order: INTC, 43 shares at $462.75 (ID: Buy-INTC-1741371381.1079297-7500)
2025-03-07 10:16:21,107 - INFO -   8 shares at $476.12 (ID: Sell-AMZN-1741371381.0648804-2470)
2025-03-07 10:16:21,107 - INFO - Added Buy order: INTC, 96 shares at $185.35 (ID: Buy-INTC-1741371381.1079297-6902)
2025-03-07 10:16:21,107 - INFO -   8 shares at $394.00 (ID: Buy-INTC-1741371381.1017134-7777)
2025-03-07 10:16:21,107 - INFO - MATCH: 5 shares of INTC at $451.18 (Buy ID: Buy-INTC-1741371381.1079297-7500, Sell ID: Sell-INTC-1741371381.0936275-6488)
2025-03-07 10:16:21,107 - INFO - Added Sell order: TSLA, 70 shares at $238.36 (ID: Sell-TSLA-1741371381.1079297-7733)
2025-03-07 10:16:21,107 - INFO - MATCH: 11 shares of TSLA at $238.36 (Buy ID: Buy-TSLA-1741371381.0993705-8960, Sell ID: Sell-TSLA-1741371381.1079297-7733)
2025-03-07 10:16:21,107 - INFO - MATCH: 21 shares of TSLA at $238.36 (Buy ID: Buy-TSLA-1741371381.1065087-9224, Sell ID: Sell-TSLA-1741371381.1079297-7733)
2025-03-07 10:16:21,107 - INFO - MATCH: 1 shares of TSLA at $238.36 (Buy ID: Buy-TSLA-1741371381.0912476-9922, Sell ID: Sell-TSLA-1741371381.1079297-7733)
2025-03-07 10:16:21,107 - INFO -   12 shares at $485.58 (ID: Sell-AMZN-1741371380.9831247-3313)
2025-03-07 10:16:21,107 - INFO - MATCH: 32 shares of TSLA at $238.36 (Buy ID: Buy-TSLA-1741371381.0827122-2459, Sell ID: Sell-TSLA-1741371381.1079297-7733)
2025-03-07 10:16:21,107 - INFO -   68 shares at $355.95 (ID: Buy-INTC-1741371381.0889258-7688)
2025-03-07 10:16:21,111 - INFO - MATCH: 5 shares of TSLA at $238.36 (Buy ID: Buy-TSLA-1741371381.0993705-4283, Sell ID: Sell-TSLA-1741371381.1079297-7733)
2025-03-07 10:16:21,111 - INFO - Added Buy order: AAPL, 19 shares at $454.42 (ID: Buy-AAPL-1741371381.1114852-4902)
2025-03-07 10:16:21,111 - INFO - Added Buy order: AMZN, 40 shares at $367.52 (ID: Buy-AMZN-1741371381.1114852-3855)
2025-03-07 10:16:21,111 - INFO - Added Sell order: INTC, 15 shares at $246.64 (ID: Sell-INTC-1741371381.1114852-3121)
2025-03-07 10:16:21,111 - INFO - Added Sell order: AAPL, 27 shares at $426.11 (ID: Sell-AAPL-1741371381.1114852-2087)
2025-03-07 10:16:21,111 - INFO -   18 shares at $489.77 (ID: Sell-AMZN-1741371381.0412757-8936)
2025-03-07 10:16:21,112 - INFO - Added Sell order: TSLA, 8 shares at $404.89 (ID: Sell-TSLA-1741371381.1114852-9080)
2025-03-07 10:16:21,112 - INFO -   18 shares at $349.68 (ID: Buy-INTC-1741371381.0427852-1205)
2025-03-07 10:16:21,112 - INFO - Added Buy order: META, 51 shares at $247.79 (ID: Buy-META-1741371381.112767-8838)
2025-03-07 10:16:21,112 - INFO - MATCH: 40 shares of AMZN at $261.31 (Buy ID: Buy-AMZN-1741371381.1114852-3855, Sell ID: Sell-AMZN-1741371381.0735128-2762)
2025-03-07 10:16:21,112 - INFO - MATCH: 15 shares of INTC at $246.64 (Buy ID: Buy-INTC-1741371381.1079297-7500, Sell ID: Sell-INTC-1741371381.1114852-3121)
2025-03-07 10:16:21,112 - INFO - MATCH: 27 shares of AAPL at $426.11 (Buy ID: Buy-AAPL-1741371381.1017134-5975, Sell ID: Sell-AAPL-1741371381.1114852-2087)
2025-03-07 10:16:21,112 - INFO - Added Sell order: MSFT, 90 shares at $138.40 (ID: Sell-MSFT-1741371381.112767-7400)
2025-03-07 10:16:21,112 - INFO -   16 shares at $491.07 (ID: Sell-AMZN-1741371381.0827122-5785)
2025-03-07 10:16:21,113 - INFO - Added Sell order: NVDA, 4 shares at $253.14 (ID: Sell-NVDA-1741371381.1137674-9544)
2025-03-07 10:16:21,113 - INFO -   29 shares at $321.32 (ID: Buy-INTC-1741371381.0993705-4363)
2025-03-07 10:16:21,113 - INFO - Added Sell order: TSLA, 97 shares at $413.33 (ID: Sell-TSLA-1741371381.1137674-1185)
2025-03-07 10:16:21,113 - INFO - Added Sell order: META, 95 shares at $182.27 (ID: Sell-META-1741371381.1137674-5879)
2025-03-07 10:16:21,113 - INFO - Added Buy order: TSLA, 99 shares at $208.43 (ID: Buy-TSLA-1741371381.1137674-4341)
2025-03-07 10:16:21,113 - INFO - Added Buy order: META, 81 shares at $69.19 (ID: Buy-META-1741371381.1137674-6420)
2025-03-07 10:16:21,113 - INFO - MATCH: 2 shares of META at $182.27 (Buy ID: Buy-META-1741371381.0827122-6567, Sell ID: Sell-META-1741371381.1137674-5879)
2025-03-07 10:16:21,114 - INFO - Added Sell order: INTC, 2 shares at $457.62 (ID: Sell-INTC-1741371381.1147673-8185)
2025-03-07 10:16:21,114 - INFO - MATCH: 51 shares of META at $182.27 (Buy ID: Buy-META-1741371381.112767-8838, Sell ID: Sell-META-1741371381.1137674-5879)
2025-03-07 10:16:21,114 - INFO -   34 shares at $301.37 (ID: Buy-INTC-1741371381.0148993-8450)
2025-03-07 10:16:21,114 - INFO - MATCH: 42 shares of META at $182.27 (Buy ID: Buy-META-1741371381.0691025-3837, Sell ID: Sell-META-1741371381.1137674-5879)
2025-03-07 10:16:21,114 - INFO - MATCH: 2 shares of INTC at $457.62 (Buy ID: Buy-INTC-1741371381.1079297-7500, Sell ID: Sell-INTC-1741371381.1147673-8185)
2025-03-07 10:16:21,114 - INFO - Added Buy order: NVDA, 15 shares at $113.45 (ID: Buy-NVDA-1741371381.1147673-3469)
2025-03-07 10:16:21,114 - INFO - Added Sell order: META, 91 shares at $77.82 (ID: Sell-META-1741371381.1147673-5680)
2025-03-07 10:16:21,114 - INFO - MATCH: 18 shares of META at $77.82 (Buy ID: Buy-META-1741371381.0691025-3837, Sell ID: Sell-META-1741371381.1147673-5680)
2025-03-07 10:16:21,115 - INFO - MATCH: 23 shares of META at $77.82 (Buy ID: Buy-META-1741371381.0827122-4987, Sell ID: Sell-META-1741371381.1147673-5680)
2025-03-07 10:16:21,115 - INFO - MATCH: 7 shares of META at $77.82 (Buy ID: Buy-META-1741371381.0327072-7730, Sell ID: Sell-META-1741371381.1147673-5680)
2025-03-07 10:16:21,115 - INFO -   49 shares at $288.97 (ID: Buy-INTC-1741371381.0765576-3507)
2025-03-07 10:16:21,116 - INFO - MATCH: 43 shares of META at $77.82 (Buy ID: Buy-META-1741371380.9744165-1108, Sell ID: Sell-META-1741371381.1147673-5680)
2025-03-07 10:16:21,116 - INFO - Added Sell order: INTC, 86 shares at $379.68 (ID: Sell-INTC-1741371381.1162517-4198)
2025-03-07 10:16:21,116 - INFO - MATCH: 21 shares of INTC at $379.68 (Buy ID: Buy-INTC-1741371381.1079297-7500, Sell ID: Sell-INTC-1741371381.1162517-4198)
2025-03-07 10:16:21,116 - INFO - MATCH: 4 shares of INTC at $379.68 (Buy ID: Buy-INTC-1741371381.0936275-6237, Sell ID: Sell-INTC-1741371381.1162517-4198)
2025-03-07 10:16:21,116 - INFO - MATCH: 8 shares of INTC at $379.68 (Buy ID: Buy-INTC-1741371381.1017134-7777, Sell ID: Sell-INTC-1741371381.1162517-4198)
2025-03-07 10:16:21,117 - INFO - Added Buy order: AAPL, 9 shares at $89.55 (ID: Buy-AAPL-1741371381.1170692-1918)
2025-03-07 10:16:21,117 - INFO - Added Sell order: PYPL, 87 shares at $411.46 (ID: Sell-PYPL-1741371381.1170692-4762)
2025-03-07 10:16:21,117 - INFO -   26 shares at $269.97 (ID: Buy-INTC-1741371381.070102-7338)
2025-03-07 10:16:21,117 - INFO - Added Buy order: AMZN, 90 shares at $360.09 (ID: Buy-AMZN-1741371381.1170692-9476)
2025-03-07 10:16:21,117 - INFO - MATCH: 5 shares of AMZN at $261.31 (Buy ID: Buy-AMZN-1741371381.1170692-9476, Sell ID: Sell-AMZN-1741371381.0735128-2762)
2025-03-07 10:16:21,117 - INFO - Added Sell order: META, 36 shares at $216.35 (ID: Sell-META-1741371381.1170692-2637)
2025-03-07 10:16:21,118 - INFO - Added Sell order: MSFT, 63 shares at $98.00 (ID: Sell-MSFT-1741371381.1182795-4509)
2025-03-07 10:16:21,118 - INFO - Added Sell order: META, 80 shares at $78.15 (ID: Sell-META-1741371381.1182795-7163)
2025-03-07 10:16:21,118 - INFO - MATCH: 30 shares of META at $78.15 (Buy ID: Buy-META-1741371380.9744165-1108, Sell ID: Sell-META-1741371381.1182795-7163)
2025-03-07 10:16:21,118 - INFO - MATCH: 16 shares of META at $78.15 (Buy ID: Buy-META-1741371381.0128982-2968, Sell ID: Sell-META-1741371381.1182795-7163)
2025-03-07 10:16:21,118 - INFO -   23 shares at $241.52 (ID: Buy-INTC-1741371381.070102-6487)
2025-03-07 10:16:21,118 - INFO - MATCH: 34 shares of META at $78.15 (Buy ID: Buy-META-1741371380.9997191-9179, Sell ID: Sell-META-1741371381.1182795-7163)
2025-03-07 10:16:21,118 - INFO - MATCH: 28 shares of AMZN at $274.12 (Buy ID: Buy-AMZN-1741371381.1170692-9476, Sell ID: Sell-AMZN-1741371381.0648804-9885)
2025-03-07 10:16:21,119 - INFO - MATCH: 47 shares of AMZN at $295.55 (Buy ID: Buy-AMZN-1741371381.1170692-9476, Sell ID: Sell-AMZN-1741371381.1061335-5955)
2025-03-07 10:16:21,119 - INFO - MATCH: 10 shares of AMZN at $296.90 (Buy ID: Buy-AMZN-1741371381.1170692-9476, Sell ID: Sell-AMZN-1741371381.0787477-7494)
2025-03-07 10:16:21,119 - INFO - Added Sell order: GOOG, 68 shares at $66.11 (ID: Sell-GOOG-1741371381.11928-7587)
2025-03-07 10:16:21,119 - INFO - MATCH: 68 shares of GOOG at $66.11 (Buy ID: Buy-GOOG-1741371381.0977142-3566, Sell ID: Sell-GOOG-1741371381.11928-7587)
2025-03-07 10:16:21,119 - INFO - Added Sell order: MSFT, 80 shares at $448.61 (ID: Sell-MSFT-1741371381.11928-9509)
2025-03-07 10:16:21,119 - INFO -   58 shares at $214.66 (ID: Buy-INTC-1741371381.0715132-6327)
2025-03-07 10:16:21,119 - INFO - Added Sell order: GOOG, 7 shares at $386.89 (ID: Sell-GOOG-1741371381.11928-1389)
2025-03-07 10:16:21,120 - INFO - Added Buy order: INTC, 85 shares at $473.56 (ID: Buy-INTC-1741371381.1202805-4145)
2025-03-07 10:16:21,120 - INFO - MATCH: 53 shares of INTC at $379.68 (Buy ID: Buy-INTC-1741371381.1202805-4145, Sell ID: Sell-INTC-1741371381.1162517-4198)
2025-03-07 10:16:21,120 - INFO - Added Buy order: GOOG, 54 shares at $145.40 (ID: Buy-GOOG-1741371381.1202805-4518)
2025-03-07 10:16:21,120 - INFO - Added Sell order: AAPL, 85 shares at $81.24 (ID: Sell-AAPL-1741371381.1202805-9051)
2025-03-07 10:16:21,120 - INFO - MATCH: 55 shares of AAPL at $81.24 (Buy ID: Buy-AAPL-1741371381.1017134-5975, Sell ID: Sell-AAPL-1741371381.1202805-9051)
2025-03-07 10:16:21,120 - INFO - MATCH: 30 shares of AAPL at $81.24 (Buy ID: Buy-AAPL-1741371381.105718-5762, Sell ID: Sell-AAPL-1741371381.1202805-9051)
2025-03-07 10:16:21,120 - INFO -   71 shares at $214.09 (ID: Buy-INTC-1741371381.081135-8712)
2025-03-07 10:16:21,121 - INFO - Added Sell order: MSFT, 80 shares at $386.31 (ID: Sell-MSFT-1741371381.1212003-8227)
2025-03-07 10:16:21,121 - INFO - Added Sell order: NFLX, 71 shares at $158.25 (ID: Sell-NFLX-1741371381.121562-7261)
2025-03-07 10:16:21,121 - INFO - Added Buy order: GOOG, 86 shares at $457.27 (ID: Buy-GOOG-1741371381.121562-2612)
2025-03-07 10:16:21,121 - INFO - MATCH: 31 shares of GOOG at $326.67 (Buy ID: Buy-GOOG-1741371381.121562-2612, Sell ID: Sell-GOOG-1741371380.965069-1553)
2025-03-07 10:16:21,121 - INFO - MATCH: 16 shares of GOOG at $333.66 (Buy ID: Buy-GOOG-1741371381.121562-2612, Sell ID: Sell-GOOG-1741371381.0628796-7729)
2025-03-07 10:16:21,121 - INFO - Added Buy order: TSLA, 70 shares at $174.67 (ID: Buy-TSLA-1741371381.121562-8095)
2025-03-07 10:16:21,121 - INFO - Added Sell order: INTC, 63 shares at $119.16 (ID: Sell-INTC-1741371381.121562-3539)
2025-03-07 10:16:21,121 - INFO -   3 shares at $202.41 (ID: Buy-INTC-1741371381.0266478-5459)
2025-03-07 10:16:21,122 - INFO - MATCH: 39 shares of GOOG at $334.57 (Buy ID: Buy-GOOG-1741371381.121562-2612, Sell ID: Sell-GOOG-1741371380.9780407-4155)
2025-03-07 10:16:21,122 - INFO - MATCH: 32 shares of INTC at $119.16 (Buy ID: Buy-INTC-1741371381.1202805-4145, Sell ID: Sell-INTC-1741371381.121562-3539)
2025-03-07 10:16:21,122 - INFO - MATCH: 31 shares of INTC at $119.16 (Buy ID: Buy-INTC-1741371381.0889258-7688, Sell ID: Sell-INTC-1741371381.121562-3539)
2025-03-07 10:16:21,122 - INFO - Added Buy order: NVDA, 97 shares at $467.25 (ID: Buy-NVDA-1741371381.122771-2768)
2025-03-07 10:16:21,122 - INFO - Added Sell order: NVDA, 22 shares at $459.37 (ID: Sell-NVDA-1741371381.122771-5815)
2025-03-07 10:16:21,122 - INFO - MATCH: 4 shares of NVDA at $253.14 (Buy ID: Buy-NVDA-1741371381.122771-2768, Sell ID: Sell-NVDA-1741371381.1137674-9544)
2025-03-07 10:16:21,122 - INFO - MATCH: 56 shares of NVDA at $291.12 (Buy ID: Buy-NVDA-1741371381.122771-2768, Sell ID: Sell-NVDA-1741371381.0827122-2438)
2025-03-07 10:16:21,122 - INFO -   20 shares at $195.18 (ID: Buy-INTC-1741371381.0493836-9670)
2025-03-07 10:16:21,122 - INFO - Added Buy order: INTC, 57 shares at $61.90 (ID: Buy-INTC-1741371381.122771-7304)
2025-03-07 10:16:21,122 - INFO - Added Buy order: TSLA, 83 shares at $311.28 (ID: Buy-TSLA-1741371381.122771-1900)
2025-03-07 10:16:21,124 - INFO - Added Buy order: NVDA, 7 shares at $224.14 (ID: Buy-NVDA-1741371381.1243677-8512)
2025-03-07 10:16:21,124 - INFO - MATCH: 37 shares of NVDA at $313.10 (Buy ID: Buy-NVDA-1741371381.122771-2768, Sell ID: Sell-NVDA-1741371381.0580113-4384)
2025-03-07 10:16:21,124 - INFO - Added Sell order: PYPL, 83 shares at $369.73 (ID: Sell-PYPL-1741371381.1243677-9467)
2025-03-07 10:16:21,124 - INFO - Added Sell order: AMZN, 53 shares at $135.48 (ID: Sell-AMZN-1741371381.1243677-1556)
2025-03-07 10:16:21,124 - INFO - MATCH: 11 shares of AMZN at $135.48 (Buy ID: Buy-AMZN-1741371381.0562208-5761, Sell ID: Sell-AMZN-1741371381.1243677-1556)
2025-03-07 10:16:21,124 - INFO -   96 shares at $185.35 (ID: Buy-INTC-1741371381.1079297-6902)
2025-03-07 10:16:21,124 - INFO - MATCH: 4 shares of AMZN at $135.48 (Buy ID: Buy-AMZN-1741371381.0663004-2282, Sell ID: Sell-AMZN-1741371381.1243677-1556)
2025-03-07 10:16:21,124 - INFO - MATCH: 3 shares of AMZN at $135.48 (Buy ID: Buy-AMZN-1741371381.0765576-9899, Sell ID: Sell-AMZN-1741371381.1243677-1556)
2025-03-07 10:16:21,124 - INFO - MATCH: 35 shares of AMZN at $135.48 (Buy ID: Buy-AMZN-1741371381.0445035-4304, Sell ID: Sell-AMZN-1741371381.1243677-1556)
2025-03-07 10:16:21,124 - INFO - Added Buy order: PYPL, 84 shares at $263.79 (ID: Buy-PYPL-1741371381.1243677-4153)
2025-03-07 10:16:21,124 - INFO - Added Buy order: INTC, 86 shares at $379.77 (ID: Buy-INTC-1741371381.1243677-5270)
2025-03-07 10:16:21,124 - INFO - Added Buy order: NVDA, 78 shares at $153.33 (ID: Buy-NVDA-1741371381.1243677-3896)
2025-03-07 10:16:21,126 - INFO - Added Sell order: PYPL, 36 shares at $345.18 (ID: Sell-PYPL-1741371381.1265368-1354)
2025-03-07 10:16:21,126 - INFO -   69 shares at $168.37 (ID: Buy-INTC-1741371381.104718-9247)
2025-03-07 10:16:21,126 - INFO - Added Buy order: META, 2 shares at $420.07 (ID: Buy-META-1741371381.1265368-9389)
2025-03-07 10:16:21,126 - INFO - Added Sell order: NFLX, 12 shares at $312.27 (ID: Sell-NFLX-1741371381.1265368-6005)
2025-03-07 10:16:21,126 - INFO - Added Buy order: AMZN, 79 shares at $436.34 (ID: Buy-AMZN-1741371381.1265368-8404)
2025-03-07 10:16:21,126 - INFO - MATCH: 2 shares of META at $216.35 (Buy ID: Buy-META-1741371381.1265368-9389, Sell ID: Sell-META-1741371381.1170692-2637)
2025-03-07 10:16:21,126 - INFO - MATCH: 79 shares of AMZN at $296.90 (Buy ID: Buy-AMZN-1741371381.1265368-8404, Sell ID: Sell-AMZN-1741371381.0787477-7494)
2025-03-07 10:16:21,127 - INFO - Added Sell order: AAPL, 76 shares at $73.40 (ID: Sell-AAPL-1741371381.1275415-7936)
2025-03-07 10:16:21,127 - INFO - MATCH: 13 shares of AAPL at $73.40 (Buy ID: Buy-AAPL-1741371381.105718-5762, Sell ID: Sell-AAPL-1741371381.1275415-7936)
2025-03-07 10:16:21,127 - INFO -   63 shares at $162.70 (ID: Buy-INTC-1741371381.0188918-8215)
2025-03-07 10:16:21,127 - INFO - MATCH: 19 shares of AAPL at $73.40 (Buy ID: Buy-AAPL-1741371381.1114852-4902, Sell ID: Sell-AAPL-1741371381.1275415-7936)
2025-03-07 10:16:21,127 - INFO - MATCH: 44 shares of AAPL at $73.40 (Buy ID: Buy-AAPL-1741371381.0628796-3493, Sell ID: Sell-AAPL-1741371381.1275415-7936)
2025-03-07 10:16:21,127 - INFO - Added Sell order: AMZN, 21 shares at $383.22 (ID: Sell-AMZN-1741371381.1275415-2435)
2025-03-07 10:16:21,127 - INFO - Added Buy order: GOOG, 42 shares at $398.81 (ID: Buy-GOOG-1741371381.1275415-9973)
2025-03-07 10:16:21,128 - INFO - MATCH: 15 shares of GOOG at $334.57 (Buy ID: Buy-GOOG-1741371381.1275415-9973, Sell ID: Sell-GOOG-1741371380.9780407-4155)
2025-03-07 10:16:21,128 - INFO - MATCH: 9 shares of GOOG at $337.62 (Buy ID: Buy-GOOG-1741371381.1275415-9973, Sell ID: Sell-GOOG-1741371381.0866907-9248)
2025-03-07 10:16:21,128 - INFO - Added Buy order: PYPL, 45 shares at $82.96 (ID: Buy-PYPL-1741371381.128542-5052)
2025-03-07 10:16:21,128 - INFO -   25 shares at $159.95 (ID: Buy-INTC-1741371381.0528398-7531)
2025-03-07 10:16:21,128 - INFO - Added Sell order: AAPL, 60 shares at $310.78 (ID: Sell-AAPL-1741371381.128542-5710)
2025-03-07 10:16:21,128 - INFO - Added Sell order: NVDA, 58 shares at $447.07 (ID: Sell-NVDA-1741371381.128542-1622)
2025-03-07 10:16:21,128 - INFO - MATCH: 18 shares of GOOG at $337.82 (Buy ID: Buy-GOOG-1741371381.1275415-9973, Sell ID: Sell-GOOG-1741371381.0229263-6577)
2025-03-07 10:16:21,129 - INFO - Added Sell order: INTC, 65 shares at $170.64 (ID: Sell-INTC-1741371381.1295419-1191)
2025-03-07 10:16:21,129 - INFO - MATCH: 65 shares of INTC at $170.64 (Buy ID: Buy-INTC-1741371381.1243677-5270, Sell ID: Sell-INTC-1741371381.1295419-1191)
2025-03-07 10:16:21,129 - INFO - Added Buy order: AMZN, 28 shares at $306.07 (ID: Buy-AMZN-1741371381.1295419-4006)
2025-03-07 10:16:21,129 - INFO - MATCH: 8 shares of AMZN at $296.90 (Buy ID: Buy-AMZN-1741371381.1295419-4006, Sell ID: Sell-AMZN-1741371381.0787477-7494)
2025-03-07 10:16:21,129 - INFO -   89 shares at $155.77 (ID: Buy-INTC-1741371381.0889258-5654)
2025-03-07 10:16:21,129 - INFO - Added Sell order: TSLA, 42 shares at $242.01 (ID: Sell-TSLA-1741371381.1295419-7416)
2025-03-07 10:16:21,129 - INFO - MATCH: 42 shares of TSLA at $242.01 (Buy ID: Buy-TSLA-1741371381.122771-1900, Sell ID: Sell-TSLA-1741371381.1295419-7416)
2025-03-07 10:16:21,130 - INFO - Added Sell order: NFLX, 36 shares at $379.42 (ID: Sell-NFLX-1741371381.1305423-1015)
2025-03-07 10:16:21,130 - INFO - Added Buy order: GOOG, 10 shares at $50.91 (ID: Buy-GOOG-1741371381.1305423-3688)
2025-03-07 10:16:21,130 - INFO - Added Buy order: MSFT, 78 shares at $398.56 (ID: Buy-MSFT-1741371381.1305423-9432)
2025-03-07 10:16:21,130 - INFO - MATCH: 63 shares of MSFT at $98.00 (Buy ID: Buy-MSFT-1741371381.1305423-9432, Sell ID: Sell-MSFT-1741371381.1182795-4509)
2025-03-07 10:16:21,131 - INFO - Added Buy order: AAPL, 39 shares at $228.88 (ID: Buy-AAPL-1741371381.1312025-5924)
2025-03-07 10:16:21,131 - INFO -   78 shares at $129.33 (ID: Buy-INTC-1741371381.1065087-3367)
